method,mechanism,dataset,missing_rate,n_imputations,param,bootstrap,max_depth,max_features,min_samples_leaf,n_estimators,min_impurity_decrease,avg_estimate,avg_bias,avg_perc_bias,coverage_rate,avg_ci_width,avg_fmi,avg_runtime,n_reps
RF,MAR,medium,0.2,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.1,-0.05,-33.009,1.0,0.303,0.267,3.176,500.0
RF,MAR,medium,0.2,10,x1,True,None,sqrt,5.0,50.0,,0.241,-0.059,-19.725,0.922,0.181,0.23,3.176,500.0
RF,MAR,medium,0.2,10,x2,True,None,sqrt,5.0,50.0,,0.261,-0.039,-12.899,0.988,0.191,0.226,3.176,500.0
RF,MAR,medium,0.2,10,x3,True,None,sqrt,5.0,50.0,,0.245,0.045,22.614,0.996,0.216,0.199,3.176,500.0
RF,MAR,medium,0.2,10,z,True,None,sqrt,5.0,50.0,,0.201,-0.049,-19.519,0.998,0.291,0.202,3.176,500.0
RF,MAR,medium,0.2,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.517,-0.083,-13.752,0.732,0.19,0.238,19.103,500.0
RF,MAR,medium,0.2,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.276,0.026,10.572,0.992,0.163,0.237,19.103,500.0
RF,MAR,medium,0.2,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.111,-0.039,-26.236,1.0,0.294,0.245,19.103,500.0
RF,MAR,medium,0.2,20,x1,True,None,sqrt,2.0,100.0,,0.242,-0.058,-19.355,0.926,0.177,0.212,19.103,500.0
RF,MAR,medium,0.2,20,x2,True,None,sqrt,2.0,100.0,,0.267,-0.033,-11.153,0.994,0.186,0.212,19.103,500.0
RF,MAR,medium,0.2,20,x3,True,None,sqrt,2.0,100.0,,0.246,0.046,22.761,0.998,0.211,0.179,19.103,500.0
RF,MAR,medium,0.2,20,z,True,None,sqrt,2.0,100.0,,0.21,-0.04,-16.18,1.0,0.284,0.188,19.103,500.0
RF,MAR,medium,0.2,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.507,-0.093,-15.495,0.62,0.196,0.265,6.576,500.0
RF,MAR,medium,0.2,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.273,0.023,9.326,1.0,0.168,0.26,6.576,500.0
RF,MAR,medium,0.2,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.1,-0.05,-33.107,1.0,0.301,0.262,6.576,500.0
RF,MAR,medium,0.2,20,x1,True,None,sqrt,5.0,50.0,,0.241,-0.059,-19.641,0.934,0.181,0.23,6.576,500.0
RF,MAR,medium,0.2,20,x2,True,None,sqrt,5.0,50.0,,0.261,-0.039,-12.839,0.988,0.19,0.222,6.576,500.0
RF,MAR,medium,0.2,20,x3,True,None,sqrt,5.0,50.0,,0.245,0.045,22.648,0.994,0.215,0.192,6.576,500.0
RF,MAR,medium,0.2,20,z,True,None,sqrt,5.0,50.0,,0.201,-0.049,-19.593,1.0,0.289,0.194,6.576,500.0
RF,MAR,medium,0.3,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.497,-0.103,-17.137,0.518,0.205,0.317,7.412,500.0
RF,MAR,medium,0.3,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.276,0.026,10.322,0.98,0.177,0.32,7.412,500.0
RF,MAR,medium,0.3,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.087,-0.063,-41.82,0.986,0.313,0.304,7.412,500.0
RF,MAR,medium,0.3,10,x1,True,None,sqrt,2.0,100.0,,0.24,-0.06,-19.867,0.874,0.19,0.29,7.412,500.0
RF,MAR,medium,0.3,10,x2,True,None,sqrt,2.0,100.0,,0.258,-0.042,-14.16,0.956,0.199,0.282,7.412,500.0
RF,MAR,medium,0.3,10,x3,True,None,sqrt,2.0,100.0,,0.246,0.046,22.936,0.99,0.225,0.25,7.412,500.0
RF,MAR,medium,0.3,10,z,True,None,sqrt,2.0,100.0,,0.183,-0.067,-26.653,0.984,0.302,0.252,7.412,500.0
RF,MAR,medium,0.3,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.48,-0.12,-19.95,0.354,0.214,0.347,4.144,500.0
RF,MAR,medium,0.3,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.272,0.022,8.793,0.99,0.184,0.343,4.144,500.0
RF,MAR,medium,0.3,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.076,-0.074,-49.471,0.982,0.321,0.318,4.144,500.0
RF,MAR,medium,0.3,10,x1,True,None,sqrt,5.0,50.0,,0.237,-0.063,-20.933,0.876,0.196,0.305,4.144,500.0
RF,MAR,medium,0.3,10,x2,True,None,sqrt,5.0,50.0,,0.251,-0.049,-16.209,0.944,0.206,0.302,4.144,500.0
RF,MAR,medium,0.3,10,x3,True,None,sqrt,5.0,50.0,,0.245,0.045,22.398,0.994,0.229,0.253,4.144,500.0
RF,MAR,medium,0.3,10,z,True,None,sqrt,5.0,50.0,,0.172,-0.078,-31.096,0.964,0.311,0.267,4.144,500.0
RF,MAR,medium,0.3,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.497,-0.103,-17.144,0.518,0.203,0.315,14.229,500.0
RF,MAR,medium,0.3,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.276,0.026,10.423,0.984,0.176,0.317,14.229,500.0
RF,MAR,medium,0.3,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.087,-0.063,-41.807,0.988,0.311,0.301,14.229,500.0
RF,MAR,medium,0.3,20,x1,True,None,sqrt,2.0,100.0,,0.24,-0.06,-19.902,0.886,0.189,0.285,14.229,500.0
RF,MAR,medium,0.3,20,x2,True,None,sqrt,2.0,100.0,,0.258,-0.042,-14.143,0.958,0.199,0.281,14.229,500.0
RF,MAR,medium,0.3,20,x3,True,None,sqrt,2.0,100.0,,0.246,0.046,22.886,0.988,0.223,0.241,14.229,500.0
RF,MAR,medium,0.3,20,z,True,None,sqrt,2.0,100.0,,0.183,-0.067,-26.634,0.988,0.301,0.248,14.229,500.0
RF,MAR,medium,0.3,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.48,-0.12,-20.028,0.334,0.211,0.341,8.631,500.0
RF,MAR,medium,0.3,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.272,0.022,8.953,0.99,0.181,0.336,8.631,500.0
RF,MAR,medium,0.3,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.076,-0.074,-49.491,0.988,0.319,0.315,8.631,500.0
RF,MAR,medium,0.3,20,x1,True,None,sqrt,5.0,50.0,,0.237,-0.063,-21.002,0.888,0.194,0.299,8.631,500.0
RF,MAR,medium,0.3,20,x2,True,None,sqrt,5.0,50.0,,0.252,-0.048,-16.088,0.95,0.204,0.296,8.631,500.0
RF,MAR,medium,0.3,20,x3,True,None,sqrt,5.0,50.0,,0.245,0.045,22.394,0.998,0.228,0.248,8.631,500.0
RF,MAR,medium,0.3,20,z,True,None,sqrt,5.0,50.0,,0.172,-0.078,-31.36,0.968,0.309,0.261,8.631,500.0
RF,MAR,medium,0.5,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.448,-0.152,-25.404,0.198,0.23,0.41,10.59,500.0
RF,MAR,medium,0.5,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.275,0.025,10.114,0.974,0.198,0.411,10.59,500.0
RF,MAR,medium,0.5,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.054,-0.096,-63.712,0.946,0.345,0.379,10.59,500.0
RF,MAR,medium,0.5,10,x1,True,None,sqrt,2.0,100.0,,0.234,-0.066,-22.11,0.824,0.212,0.379,10.59,500.0
RF,MAR,medium,0.5,10,x2,True,None,sqrt,2.0,100.0,,0.243,-0.057,-18.951,0.876,0.225,0.386,10.59,500.0
RF,MAR,medium,0.5,10,x3,True,None,sqrt,2.0,100.0,,0.241,0.041,20.428,0.974,0.247,0.33,10.59,500.0
RF,MAR,medium,0.5,10,z,True,None,sqrt,2.0,100.0,,0.136,-0.114,-45.638,0.824,0.337,0.349,10.59,500.0
RF,MAR,medium,0.5,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.416,-0.184,-30.676,0.1,0.242,0.438,5.614,500.0
RF,MAR,medium,0.5,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.27,0.02,8.078,0.98,0.209,0.439,5.614,500.0
RF,MAR,medium,0.5,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.041,-0.109,-72.906,0.936,0.357,0.393,5.614,500.0
RF,MAR,medium,0.5,10,x1,True,None,sqrt,5.0,50.0,,0.226,-0.074,-24.581,0.804,0.222,0.404,5.614,500.0
RF,MAR,medium,0.5,10,x2,True,None,sqrt,5.0,50.0,,0.233,-0.067,-22.182,0.862,0.233,0.395,5.614,500.0
RF,MAR,medium,0.5,10,x3,True,None,sqrt,5.0,50.0,,0.237,0.037,18.26,0.986,0.255,0.338,5.614,500.0
RF,MAR,medium,0.5,10,z,True,None,sqrt,5.0,50.0,,0.12,-0.13,-51.873,0.782,0.347,0.351,5.614,500.0
RF,MAR,medium,0.5,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.447,-0.153,-25.479,0.194,0.228,0.412,22.039,500.0
RF,MAR,medium,0.5,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.276,0.026,10.268,0.978,0.197,0.413,22.039,500.0
RF,MAR,medium,0.5,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.054,-0.096,-63.729,0.944,0.341,0.373,22.039,500.0
RF,MAR,medium,0.5,20,x1,True,None,sqrt,2.0,100.0,,0.233,-0.067,-22.2,0.826,0.21,0.378,22.039,500.0
RF,MAR,medium,0.5,20,x2,True,None,sqrt,2.0,100.0,,0.244,-0.056,-18.764,0.876,0.223,0.382,22.039,500.0
RF,MAR,medium,0.5,20,x3,True,None,sqrt,2.0,100.0,,0.241,0.041,20.404,0.974,0.245,0.324,22.039,500.0
RF,MAR,medium,0.5,20,z,True,None,sqrt,2.0,100.0,,0.137,-0.113,-45.385,0.826,0.334,0.344,22.039,500.0
RF,MAR,medium,0.5,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.416,-0.184,-30.595,0.072,0.241,0.44,11.234,500.0
RF,MAR,medium,0.5,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.27,0.02,7.989,0.98,0.208,0.442,11.234,500.0
RF,MAR,medium,0.5,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.041,-0.109,-72.991,0.936,0.355,0.389,11.234,500.0
RF,MAR,medium,0.5,20,x1,True,None,sqrt,5.0,50.0,,0.226,-0.074,-24.823,0.814,0.221,0.404,11.234,500.0
RF,MAR,medium,0.5,20,x2,True,None,sqrt,5.0,50.0,,0.234,-0.066,-22.071,0.862,0.232,0.4,11.234,500.0
RF,MAR,medium,0.5,20,x3,True,None,sqrt,5.0,50.0,,0.237,0.037,18.711,0.99,0.254,0.334,11.234,500.0
RF,MAR,medium,0.5,20,z,True,None,sqrt,5.0,50.0,,0.119,-0.131,-52.231,0.788,0.347,0.355,11.234,500.0
RF,MAR,small,0.2,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.127,-0.053,-29.179,0.946,0.18,0.193,5.924,500.0
RF,MAR,small,0.2,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.097,0.022,29.461,0.996,0.154,0.18,5.924,500.0
RF,MAR,small,0.2,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.03,-0.015,-33.947,1.0,0.281,0.213,5.924,500.0
RF,MAR,small,0.2,10,x1,True,None,sqrt,2.0,100.0,,0.243,-0.057,-18.933,0.908,0.17,0.19,5.924,500.0
RF,MAR,small,0.2,10,x2,True,None,sqrt,2.0,100.0,,0.271,-0.029,-9.513,0.998,0.179,0.185,5.924,500.0
RF,MAR,small,0.2,10,x3,True,None,sqrt,2.0,100.0,,0.241,0.041,20.669,0.996,0.204,0.162,5.924,500.0
RF,MAR,small,0.2,10,z,True,None,sqrt,2.0,100.0,,0.225,-0.025,-9.996,1.0,0.274,0.168,5.924,500.0
RF,MAR,small,0.2,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.125,-0.055,-30.513,0.95,0.181,0.199,5.303,500.0
RF,MAR,small,0.2,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.094,0.019,24.944,0.996,0.155,0.19,5.303,500.0
RF,MAR,small,0.2,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.022,-0.023,-51.004,1.0,0.282,0.217,5.303,500.0
RF,MAR,small,0.2,10,x1,True,None,sqrt,5.0,50.0,,0.243,-0.057,-18.837,0.934,0.171,0.196,5.303,500.0
RF,MAR,small,0.2,10,x2,True,None,sqrt,5.0,50.0,,0.268,-0.032,-10.734,1.0,0.179,0.18,5.303,500.0
RF,MAR,small,0.2,10,x3,True,None,sqrt,5.0,50.0,,0.24,0.04,20.233,0.996,0.204,0.164,5.303,500.0
RF,MAR,small,0.2,10,z,True,None,sqrt,5.0,50.0,,0.218,-0.032,-12.689,1.0,0.276,0.173,5.303,500.0
RF,MAR,small,0.2,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.127,-0.053,-29.383,0.946,0.179,0.192,11.432,500.0
RF,MAR,small,0.2,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.097,0.022,29.615,0.996,0.153,0.18,11.432,500.0
RF,MAR,small,0.2,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.03,-0.015,-34.324,1.0,0.28,0.211,11.432,500.0
RF,MAR,small,0.2,20,x1,True,None,sqrt,2.0,100.0,,0.243,-0.057,-18.895,0.916,0.169,0.186,11.432,500.0
RF,MAR,small,0.2,20,x2,True,None,sqrt,2.0,100.0,,0.271,-0.029,-9.546,0.998,0.178,0.176,11.432,500.0
RF,MAR,small,0.2,20,x3,True,None,sqrt,2.0,100.0,,0.241,0.041,20.671,0.996,0.203,0.157,11.432,500.0
RF,MAR,small,0.2,20,z,True,None,sqrt,2.0,100.0,,0.225,-0.025,-10.167,1.0,0.274,0.166,11.432,500.0
RF,MAR,small,0.2,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.125,-0.055,-30.348,0.95,0.18,0.194,6.508,500.0
RF,MAR,small,0.2,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.094,0.019,24.863,0.998,0.154,0.186,6.508,500.0
RF,MAR,small,0.2,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.021,-0.024,-52.431,1.0,0.282,0.219,6.508,500.0
RF,MAR,small,0.2,20,x1,True,None,sqrt,5.0,50.0,,0.243,-0.057,-18.908,0.928,0.17,0.192,6.508,500.0
RF,MAR,small,0.2,20,x2,True,None,sqrt,5.0,50.0,,0.268,-0.032,-10.687,1.0,0.178,0.179,6.508,500.0
RF,MAR,small,0.2,20,x3,True,None,sqrt,5.0,50.0,,0.241,0.041,20.377,0.996,0.203,0.159,6.508,500.0
RF,MAR,small,0.2,20,z,True,None,sqrt,5.0,50.0,,0.218,-0.032,-12.649,1.0,0.275,0.172,6.508,500.0
RF,MAR,small,0.3,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.122,-0.058,-31.965,0.888,0.188,0.251,7.356,500.0
RF,MAR,small,0.3,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.094,0.019,25.672,0.994,0.161,0.246,7.356,500.0
RF,MAR,small,0.3,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.014,-0.031,-68.15,1.0,0.294,0.27,7.356,500.0
RF,MAR,small,0.3,10,x1,True,None,sqrt,2.0,100.0,,0.242,-0.058,-19.29,0.86,0.178,0.251,7.356,500.0
RF,MAR,small,0.3,10,x2,True,None,sqrt,2.0,100.0,,0.266,-0.034,-11.407,0.976,0.186,0.241,7.356,500.0
RF,MAR,small,0.3,10,x3,True,None,sqrt,2.0,100.0,,0.24,0.04,20.107,0.994,0.211,0.214,7.356,500.0
RF,MAR,small,0.3,10,z,True,None,sqrt,2.0,100.0,,0.204,-0.046,-18.209,0.998,0.288,0.236,7.356,500.0
RF,MAR,small,0.3,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.119,-0.061,-34.11,0.892,0.19,0.265,4.15,500.0
RF,MAR,small,0.3,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.09,0.015,19.406,0.996,0.163,0.255,4.15,500.0
RF,MAR,small,0.3,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.005,-0.04,-88.33,1.0,0.296,0.275,4.15,500.0
RF,MAR,small,0.3,10,x1,True,None,sqrt,5.0,50.0,,0.241,-0.059,-19.8,0.864,0.18,0.26,4.15,500.0
RF,MAR,small,0.3,10,x2,True,None,sqrt,5.0,50.0,,0.262,-0.038,-12.726,0.968,0.188,0.247,4.15,500.0
RF,MAR,small,0.3,10,x3,True,None,sqrt,5.0,50.0,,0.238,0.038,18.915,0.994,0.213,0.218,4.15,500.0
RF,MAR,small,0.3,10,z,True,None,sqrt,5.0,50.0,,0.197,-0.053,-21.373,0.99,0.289,0.239,4.15,500.0
RF,MAR,small,0.3,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.123,-0.057,-31.772,0.9,0.187,0.252,14.678,500.0
RF,MAR,small,0.3,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.094,0.019,25.634,0.992,0.161,0.243,14.678,500.0
RF,MAR,small,0.3,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.014,-0.031,-69.322,1.0,0.292,0.265,14.678,500.0
RF,MAR,small,0.3,20,x1,True,None,sqrt,2.0,100.0,,0.242,-0.058,-19.256,0.86,0.177,0.248,14.678,500.0
RF,MAR,small,0.3,20,x2,True,None,sqrt,2.0,100.0,,0.266,-0.034,-11.432,0.98,0.186,0.239,14.678,500.0
RF,MAR,small,0.3,20,x3,True,None,sqrt,2.0,100.0,,0.241,0.041,20.318,0.998,0.21,0.209,14.678,500.0
RF,MAR,small,0.3,20,z,True,None,sqrt,2.0,100.0,,0.204,-0.046,-18.333,0.996,0.286,0.227,14.678,500.0
RF,MAR,small,0.3,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.119,-0.061,-33.932,0.904,0.189,0.262,8.317,500.0
RF,MAR,small,0.3,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.09,0.015,19.413,0.998,0.162,0.254,8.317,500.0
RF,MAR,small,0.3,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.004,-0.041,-90.663,1.0,0.294,0.27,8.317,500.0
RF,MAR,small,0.3,20,x1,True,None,sqrt,5.0,50.0,,0.241,-0.059,-19.669,0.876,0.179,0.259,8.317,500.0
RF,MAR,small,0.3,20,x2,True,None,sqrt,5.0,50.0,,0.262,-0.038,-12.7,0.974,0.187,0.247,8.317,500.0
RF,MAR,small,0.3,20,x3,True,None,sqrt,5.0,50.0,,0.238,0.038,19.023,0.994,0.212,0.213,8.317,500.0
RF,MAR,small,0.3,20,z,True,None,sqrt,5.0,50.0,,0.196,-0.054,-21.536,0.99,0.288,0.235,8.317,500.0
RF,MAR,small,0.5,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.111,-0.069,-38.313,0.79,0.205,0.352,10.841,500.0
RF,MAR,small,0.5,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.088,0.013,17.621,0.988,0.175,0.341,10.841,500.0
RF,MAR,small,0.5,10,I(x3 * z),True,None,sqrt,2.0,100.0,,-0.006,-0.051,-113.731,0.996,0.314,0.343,10.841,500.0
RF,MAR,small,0.5,10,x1,True,None,sqrt,2.0,100.0,,0.239,-0.061,-20.287,0.79,0.193,0.346,10.841,500.0
RF,MAR,small,0.5,10,x2,True,None,sqrt,2.0,100.0,,0.255,-0.045,-14.849,0.904,0.202,0.337,10.841,500.0
RF,MAR,small,0.5,10,x3,True,None,sqrt,2.0,100.0,,0.233,0.033,16.611,0.98,0.226,0.294,10.841,500.0
RF,MAR,small,0.5,10,z,True,None,sqrt,2.0,100.0,,0.166,-0.084,-33.459,0.9,0.311,0.327,10.841,500.0
RF,MAR,small,0.5,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.105,-0.075,-41.568,0.784,0.21,0.375,5.53,500.0
RF,MAR,small,0.5,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.082,0.007,8.927,0.998,0.179,0.361,5.53,500.0
RF,MAR,small,0.5,10,I(x3 * z),True,None,sqrt,5.0,50.0,,-0.018,-0.063,-139.283,0.994,0.314,0.337,5.53,500.0
RF,MAR,small,0.5,10,x1,True,None,sqrt,5.0,50.0,,0.236,-0.064,-21.254,0.792,0.196,0.356,5.53,500.0
RF,MAR,small,0.5,10,x2,True,None,sqrt,5.0,50.0,,0.25,-0.05,-16.52,0.908,0.206,0.355,5.53,500.0
RF,MAR,small,0.5,10,x3,True,None,sqrt,5.0,50.0,,0.229,0.029,14.275,0.984,0.228,0.301,5.53,500.0
RF,MAR,small,0.5,10,z,True,None,sqrt,5.0,50.0,,0.152,-0.098,-39.242,0.864,0.314,0.333,5.53,500.0
RF,MAR,small,0.5,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.112,-0.068,-37.934,0.79,0.204,0.35,21.017,500.0
RF,MAR,small,0.5,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.088,0.013,17.31,0.99,0.174,0.341,21.017,500.0
RF,MAR,small,0.5,20,I(x3 * z),True,None,sqrt,2.0,100.0,,-0.007,-0.052,-114.816,0.996,0.313,0.345,21.017,500.0
RF,MAR,small,0.5,20,x1,True,None,sqrt,2.0,100.0,,0.239,-0.061,-20.329,0.804,0.193,0.351,21.017,500.0
RF,MAR,small,0.5,20,x2,True,None,sqrt,2.0,100.0,,0.256,-0.044,-14.79,0.904,0.202,0.34,21.017,500.0
RF,MAR,small,0.5,20,x3,True,None,sqrt,2.0,100.0,,0.234,0.034,16.802,0.982,0.226,0.299,21.017,500.0
RF,MAR,small,0.5,20,z,True,None,sqrt,2.0,100.0,,0.167,-0.083,-33.395,0.902,0.31,0.327,21.017,500.0
RF,MAR,small,0.5,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.105,-0.075,-41.914,0.772,0.207,0.368,11.894,500.0
RF,MAR,small,0.5,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.082,0.007,8.765,0.992,0.177,0.355,11.894,500.0
RF,MAR,small,0.5,20,I(x3 * z),True,None,sqrt,5.0,50.0,,-0.017,-0.062,-138.505,0.99,0.313,0.341,11.894,500.0
RF,MAR,small,0.5,20,x1,True,None,sqrt,5.0,50.0,,0.235,-0.065,-21.587,0.788,0.195,0.357,11.894,500.0
RF,MAR,small,0.5,20,x2,True,None,sqrt,5.0,50.0,,0.251,-0.049,-16.458,0.894,0.205,0.353,11.894,500.0
RF,MAR,small,0.5,20,x3,True,None,sqrt,5.0,50.0,,0.229,0.029,14.331,0.984,0.227,0.3,11.894,500.0
RF,MAR,small,0.5,20,z,True,None,sqrt,5.0,50.0,,0.152,-0.098,-39.097,0.868,0.313,0.333,11.894,500.0
RF,MCAR,large,0.2,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,1.095,-0.105,-8.728,0.602,0.221,0.361,5.592,500.0
RF,MCAR,large,0.2,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.535,0.035,7.034,0.962,0.194,0.379,5.592,500.0
RF,MCAR,large,0.2,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.285,-0.015,-4.89,1.0,0.318,0.272,5.592,500.0
RF,MCAR,large,0.2,10,x1,True,None,sqrt,2.0,100.0,,0.243,-0.057,-18.963,0.93,0.196,0.278,5.592,500.0
RF,MCAR,large,0.2,10,x2,True,None,sqrt,2.0,100.0,,0.276,-0.024,-8.077,1.0,0.209,0.288,5.592,500.0
RF,MCAR,large,0.2,10,x3,True,None,sqrt,2.0,100.0,,0.25,0.05,25.244,1.0,0.235,0.255,5.592,500.0
RF,MCAR,large,0.2,10,z,True,None,sqrt,2.0,100.0,,0.231,-0.019,-7.534,1.0,0.309,0.226,5.592,500.0
RF,MCAR,large,0.2,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,1.078,-0.122,-10.193,0.488,0.236,0.391,3.183,500.0
RF,MCAR,large,0.2,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.534,0.034,6.742,0.976,0.204,0.392,3.183,500.0
RF,MCAR,large,0.2,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.281,-0.019,-6.183,1.0,0.336,0.297,3.183,500.0
RF,MCAR,large,0.2,10,x1,True,None,sqrt,5.0,50.0,,0.241,-0.059,-19.634,0.94,0.208,0.304,3.183,500.0
RF,MCAR,large,0.2,10,x2,True,None,sqrt,5.0,50.0,,0.276,-0.024,-8.029,1.0,0.222,0.318,3.183,500.0
RF,MCAR,large,0.2,10,x3,True,None,sqrt,5.0,50.0,,0.25,0.05,24.946,1.0,0.249,0.284,3.183,500.0
RF,MCAR,large,0.2,10,z,True,None,sqrt,5.0,50.0,,0.227,-0.023,-9.258,1.0,0.327,0.252,3.183,500.0
RF,MCAR,large,0.2,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,1.094,-0.106,-8.796,0.602,0.219,0.356,11.197,500.0
RF,MCAR,large,0.2,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.536,0.036,7.241,0.964,0.193,0.376,11.197,500.0
RF,MCAR,large,0.2,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.286,-0.014,-4.658,1.0,0.316,0.27,11.197,500.0
RF,MCAR,large,0.2,20,x1,True,None,sqrt,2.0,100.0,,0.243,-0.057,-18.951,0.944,0.195,0.272,11.197,500.0
RF,MCAR,large,0.2,20,x2,True,None,sqrt,2.0,100.0,,0.276,-0.024,-8.132,0.998,0.209,0.292,11.197,500.0
RF,MCAR,large,0.2,20,x3,True,None,sqrt,2.0,100.0,,0.25,0.05,25.186,1.0,0.234,0.254,11.197,500.0
RF,MCAR,large,0.2,20,z,True,None,sqrt,2.0,100.0,,0.232,-0.018,-7.397,1.0,0.309,0.227,11.197,500.0
RF,MCAR,large,0.2,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,1.077,-0.123,-10.269,0.47,0.234,0.39,6.48,500.0
RF,MCAR,large,0.2,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.535,0.035,6.982,0.97,0.203,0.395,6.48,500.0
RF,MCAR,large,0.2,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.282,-0.018,-5.917,1.0,0.334,0.295,6.48,500.0
RF,MCAR,large,0.2,20,x1,True,None,sqrt,5.0,50.0,,0.242,-0.058,-19.257,0.952,0.206,0.301,6.48,500.0
RF,MCAR,large,0.2,20,x2,True,None,sqrt,5.0,50.0,,0.274,-0.026,-8.531,1.0,0.221,0.321,6.48,500.0
RF,MCAR,large,0.2,20,x3,True,None,sqrt,5.0,50.0,,0.25,0.05,24.823,1.0,0.247,0.279,6.48,500.0
RF,MCAR,large,0.2,20,z,True,None,sqrt,5.0,50.0,,0.227,-0.023,-9.249,1.0,0.325,0.249,6.48,500.0
RF,MCAR,large,0.3,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,1.059,-0.141,-11.762,0.344,0.247,0.434,7.117,500.0
RF,MCAR,large,0.3,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.542,0.042,8.477,0.954,0.216,0.446,7.117,500.0
RF,MCAR,large,0.3,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.257,-0.043,-14.491,0.994,0.348,0.333,7.117,500.0
RF,MCAR,large,0.3,10,x1,True,None,sqrt,2.0,100.0,,0.241,-0.059,-19.827,0.928,0.216,0.345,7.117,500.0
